designation,winery,variety,region_1,province,country,price,points,latitud,longitud,elevation
Kashaya,Relic,Pinot Noir,Sonoma Coast,California,US,58.0,90,38.411887,-122.293303,260.9155883789062
Clover Creek Vineyard,Longoria,Albariño,Santa Ynez Valley,California,US,23.0,90,34.6424489,-120.4532903,31.84580039978027
J. Daniel Cuvée,Lail,Cabernet Sauvignon,Napa Valley,California,US,125.0,95,38.4645752,-122.4226582,49.13710403442383
Pur Sang,Didier Dagueneau,Sauvignon Blanc,Pouilly-Fumé,Loire Valley,France,60.0,92,47.306911,2.958992,265.5447998046875
Estate,Iron Horse,Chardonnay,Green Valley,California,US,27.0,90,38.4561169,-122.8988332,61.42118072509766
Bergheim,Domaine Marcel Deiss,Pinot Blanc,Alsace,Alsace,France,35.0,88,48.2048303,7.356338500000001,220.1502532958984
Grand Cru,Tenuta Rapitalà,Chardonnay,Sicilia,Sicily & Sardinia,Italy,38.0,90,37.9209757,13.0714772,323.6389770507812
Year of the Horse Single Vineyard,Donum,Pinot Noir,Carneros,California,US,72.0,91,38.231282,-122.402864,12.98721885681152
Veleta,Dominio Buenavista,Cabernet Sauvignon,Vino de la Tierra Contraviesa Alpujarra,Andalucia,Spain,16.0,84,36.9616272,-3.0454257,588.6015014648438
Frederick Red Wine,Spring Valley Vineyard,Bordeaux-style Red Blend,Walla Walla Valley (WA),Washington,US,50.0,87,46.067392,-118.339795,289.982177734375
Obsidian,Arkenstone,Bordeaux-style Red Blend,Howell Mountain,California,US,120.0,95,38.5646603,-122.4646834,502.1700439453125
Rosado Seco,Castellblanch,Sparkling Blend,Cava,Catalonia,Spain,10.0,86,41.5911589,1.5208624,543.0697021484375
Saint-Théodoric,Gabriel Meffre,Rhône-style Red Blend,Châteauneuf-du-Pape,Rhône Valley,France,36.0,89,44.1696208,5.0028488,210.7199554443359
Sanford & Benedict Vineyard,Sanford,Pinot Noir,Sta. Rita Hills,California,US,60.0,92,34.66595650000001,-120.1152408,249.7242889404297
Cañon Creek Vineyard,Midsummer Cellars,Cabernet Sauvignon,Napa Valley,California,US,48.0,92,38.5400858,-122.4706962,187.0620574951172
Bianco,Feudi di San Gregorio,White Blend,Lacryma Christi del Vesuvio,Southern Italy,Italy,16.0,88,40.82238299999999,14.4289058,1259.667358398438
Revelation,Epiphany,Rhône-style Red Blend,Santa Barbara County,California,US,40.0,87,34.6669689,-120.1147479,252.7729949951172
Clandestino,Pinino,Sangiovese Grosso,Rosso di Montalcino,Tuscany,Italy,27.0,87,43.067821,11.474704,306.6220703125
Stone's Throw Vineyard Estate Grown,Nefarious Cellars,Riesling,Columbia Valley (WA),Washington,US,18.0,94,47.8410671,-120.0973605,364.9242553710938
Turquoise,Domaine des Baumard,Sparkling Blend,Crémant de Loire,Loire Valley,France,18.0,89,47.3564111,-0.6525841,32.58789443969727
Arsenal,Quady North,Cabernet Franc-Merlot,Applegate Valley,Oregon,US,40.0,92,42.313854,-122.965986,477.8419494628906
Testamatta Vigna di Lamole,Bibi Graetz,Sangiovese,Toscana,Tuscany,Italy,125.0,92,43.8065648,11.2926592,296.3499755859375
Casey's Block,Benziger,Sauvignon Blanc,Mendocino County,California,US,29.0,92,39.5500194,-123.438353,586.2305297851562
Doce Meses,Villacezan,Red Blend,Vino Tierra de León,Northern Spain,Spain,17.0,84,42.13357,-5.401949999999999,748.0432739257812
Hyde Vineyard,Selene,Sauvignon Blanc,Carneros,California,US,26.0,92,38.2583941,-122.3182055,16.54093360900879
Van der Kamp Vineyard,Vergari,Pinot Noir,Sonoma Mountain,California,US,45.0,90,38.3229698,-122.5749837,697.0239868164062
Conde de Valdemar Finca Alto Cantabria,Bodegas Valdemar,Viura,Rioja,Northern Spain,Spain,15.0,82,42.4988843,-2.4393149,419.335205078125
Baronnie Madeleine,Couly-Dutheil,Cabernet Franc,Chinon,Loire Valley,France,21.0,87,47.1676461,0.248896,42.21868515014648
Estate,Flowers,Rosé,Sonoma Coast,California,US,32.0,89,38.3976337,-122.7147806,35.30680847167969
Dry,Swedish Hill,Riesling,Finger Lakes,New York,US,16.0,87,42.80322779999999,-76.8103778,204.7925262451172
Runestone Barrel Select,Claiborne & Churchill,Pinot Noir,Edna Valley,California,US,40.0,88,35.1981121,-120.6051883,68.67301177978516
Estate,Kirkland Ranch,Merlot,Napa Valley,California,US,30.0,89,38.2215166,-122.2295629,62.50730514526367
Mark Bradford Vineyard,Domaine Serene,Pinot Noir,Dundee Hills,Oregon,US,90.0,89,45.2712069,-123.070702,273.8801574707031
Old Vine,Château Maris,Grenache,Minervois La Liviniere,Languedoc-Roussillon,France,56.0,91,43.3029466,2.617961,137.7480926513672
Millésime Brut,Piper-Heidsieck,Champagne Blend,Champagne,Champagne,France,75.0,93,,,
Dry Land,Reilly's,Shiraz,Clare Valley,South Australia,Australia,25.0,85,-33.8335699,138.61,392.5395812988281
Extra Dry,Bellussi,Prosecco,Prosecco del Veneto,Veneto,Italy,10.0,82,45.4414662,12.3152595,4.268747806549072
Circe,Mt. Billy,Shiraz,Southern Fleurieu,South Australia,Australia,30.0,87,-35.4640299,138.59985,199.2438812255859
Aix,Doyenne,Red Blend,Red Mountain,Washington,US,34.0,89,46.2979123,-119.4408562,376.1915588378906
Glorioso Crianza,Bodegas Palacio,Tempranillo,Rioja,Northern Spain,Spain,13.0,86,42.2870733,-2.539603,976.5285034179688
Termes,Numanthia,Tinta de Toro,Toro,Northern Spain,Spain,30.0,92,41.4515284,-5.4563748,713.6124267578125
Tempranillo,Gundlach Bundschu,Rosé,Sonoma Valley,California,US,22.0,88,38.2807396,-122.4171519,51.87037658691406
Black Zinfandel,Maison Basque,Zinfandel,California,California,US,24.0,82,43.6556185,-79.4871868,119.2349090576172
North Ridge,Ross Estate,Shiraz,Barossa Valley,South Australia,Australia,18.0,91,-34.5333333,138.95,244.4529113769531
Special Reserve,Herzog,Cabernet Sauvignon,Napa Valley,California,US,35.0,91,38.5024689,-122.2653887,277.7527770996094
Margarita Vineyards,Domaine Alfred,Syrah,San Luis Obispo County,California,US,18.0,84,35.2003746,-120.5717541,99.64279174804688
Akiko's Cuvée,Freeman,Pinot Noir,Sonoma Coast,California,US,54.0,93,38.4094931,-122.8831176,113.6601257324219
Elégance Meek Family Vineyard Red,Camaraderie,Red Blend,Yakima Valley,Washington,US,38.0,89,46.3289058,-120.0086385,229.3184509277344
Colombard/Sauvignon,Haut Marin,Colombard-Sauvignon Blanc,Vin de Pays des Côtes de Gascogne,Southwest France,France,11.0,85,,,
Wine Creek Ranch,Quivira,Zinfandel,Dry Creek Valley,California,US,34.0,85,38.6561829,-122.9380601,47.8925666809082
Nicholas Estate,Anam Cara,Pinot Noir,Chehalem Mountains,Oregon,US,33.0,88,45.30227379999999,-122.9788103,58.21826171875
Vista Luna Vineyard,En Garde,Albariño,Lodi,California,US,28.0,87,38.1341477,-121.2722194,16.91690063476562
Lolonis Vineyard,Claudia Springs,Viognier,Redwood Valley,California,US,24.0,91,39.2652491,-123.2041429,222.0526275634766
Estate,Sabina Vineyards,Cabernet Sauvignon,St. Helena,California,US,100.0,94,38.536767,-122.509253,119.7382736206055
Exaltos Cepas Viejas,Dominio de Tares,Mencía,Bierzo,Northern Spain,Spain,32.0,90,42.6189836,-6.4666235,608.8082885742188
Tepesquet Vineyard,Cambria,Syrah,Santa Maria Valley,California,US,19.0,89,34.877206,-120.260121,186.1413269042969
Cadus Single Vineyard,Nieto Senetiner,Malbec,Mendoza,Mendoza Province,Argentina,47.0,90,-33.0137858,-68.9100121,984.4789428710938
RiverBend Vineyard Tribute Red,Fielding Hills,Red Blend,Wahluke Slope,Washington,US,32.0,91,47.8426452,-120.0979637,354.95703125
Santo Stefano,Castello di Neive,Nebbiolo,Barbaresco,Piedmont,Italy,58.0,94,45.0522366,7.5153885,328.4933776855469
Campo Lavei,Ca' Rugate,"Corvina, Rondinella, Molinara",Valpolicella Superiore,Veneto,Italy,30.0,87,45.4575,11.3002778,43.65938949584961
Gracie Creek Vineyards,Muscardini,Syrah,Sonoma Valley,California,US,38.0,85,38.4156401,-122.5480839,129.7574768066406
Belcanto Cartizze,Bellussi,Glera,Valdobbiadene Superiore di Cartizze,Veneto,Italy,20.0,88,45.8792585,12.0035681,188.9428558349609
Cistus,Château de la Liquiere,Rhône-style Red Blend,Faugères,Languedoc-Roussillon,France,30.0,92,43.530126,3.140815,221.8822631835938
Central Avenue Vineyard,Pessagno,Pinot Noir,Monterey,California,US,21.0,90,36.4808488,-121.4842889,36.91586685180664
L de Lagarde,Château de Lagarde,Bordeaux-style White Blend,Bordeaux Blanc,Bordeaux,France,14.0,83,,,
L'Etalon,Brian Carter Cellars,Bordeaux-style Red Blend,Columbia Valley (WA),Washington,US,30.0,91,47.73144689999999,-122.1412975,20.51358985900879
Syrah,Ortman Family,Rosé,Paso Robles,California,US,16.0,83,35.6281397,-120.6903732,224.4612731933594
Dos por Cuatro,Andes Grapes,Torrontés,Mendoza,Mendoza Province,Argentina,11.0,81,-32.8894587,-68.8458386,768.7654418945312
Guy Louis,Tardieu-Laurent,Rhône-style White Blend,Côtes du Rhône,Rhône Valley,France,28.0,88,,,
High Slopes,Domaine de la Terre Rouge,Syrah,Sierra Foothills,California,US,35.0,90,38.5203975,-120.8238467,449.9190063476562
Topaz Impérial,Sparkling Pointe,Sparkling Blend,North Fork of Long Island,New York,US,33.0,86,41.0616667,-72.4441667,12.87323093414307
Klopp Ranch,Merry Edwards,Pinot Noir,Russian River Valley,California,US,57.0,96,38.4349136,-122.8550734,65.75054931640625
Blue Jay,Roessler,Pinot Noir,Anderson Valley,California,US,32.0,87,39.0865657,-123.4794542,58.43482208251953
Clos Paradis Premier Cru,Prosper Maufoux,Pinot Noir,Mercurey,Burgundy,France,23.0,89,46.9501048,4.7094131,295.2078247070312
Reserve Selection,Viano,Zinfandel,Lodi,California,US,9.0,81,38.0048305,-122.1013642,22.29948997497559
Llama Old Vine,Belasco de Baquedano,Malbec,Luján de Cuyo,Mendoza Province,Argentina,15.0,82,-33.1182775,-68.9167739,990.3265380859375
San Luigi,Pecchenino,Dolcetto,Dolcetto di Dogliani,Piedmont,Italy,18.0,83,44.5319723,7.949748199999999,294.1971130371094
The Brook,Flying Trout,Bordeaux-style Red Blend,Horse Heaven Hills,Washington,US,33.0,89,46.0155508,-118.3873039,234.8384399414062
Rosé,Valle Huarpe,Malbec,Mendoza,Mendoza Province,Argentina,12.0,82,-32.8894587,-68.8458386,768.7654418945312
Freedom Hill Vineyard,Panther Creek,Pinot Noir,Willamette Valley,Oregon,US,40.0,92,43.94989109999999,-123.3793751,246.4183502197266
Family Reserve,Joullian,Syrah,Carmel Valley,California,US,35.0,85,36.479346,-121.73287,117.1213073730469
Terra d'Oro,Montevina,Pinot Grigio,Santa Barbara County,California,US,18.0,87,,,
Foreshadow,J. Bookwalter,Merlot,Columbia Valley (WA),Washington,US,36.0,93,46.253799,-119.2988637,149.5706176757812
Pfarrhof,Kellerei Kaltern Caldaro,Schiava,Alto Adige,Northeastern Italy,Italy,10.0,86,46.4208679,11.2520982,408.8301696777344
Le Bélier,Demetria,Pinot Noir,Sta. Rita Hills,California,US,45.0,88,34.66595650000001,-120.1152408,249.7242889404297
Fondo Filara,Nicosia,Red Blend,Etna,Sicily & Sardinia,Italy,19.0,87,37.7469231,14.3952782,724.8556518554688
Natasha,Youngberg Hill Vineyards,Pinot Noir,Willamette Valley,Oregon,US,40.0,88,45.190513,-123.2907138,217.4183197021484
Brut,Majolini,Sparkling Blend,Franciacorta,Lombardy,Italy,32.0,88,45.6335048,10.1264978,294.6801452636719
Reserva,Viña Albali,Tempranillo Blend,Valdepeñas,Central Spain,Spain,11.0,84,38.760524,-3.3876074,705.3784790039062
Basarin Vigna Gianmatè,Giacosa Fratelli,Nebbiolo,Barbaresco,Piedmont,Italy,52.0,91,44.7214164,8.1162071,221.8304748535156
Joseph George Cépage,La Filice,Rhône-style Red Blend,Paso Robles,California,US,30.0,90,34.0522342,-118.2436849,86.84709167480469
Falanghina Sannio,Feudi di San Gregorio,White Blend,Campania,Southern Italy,Italy,15.0,89,40.9111904,14.8675003,526.1294555664062
Classico,Capichera,Vermentino,Isola dei Nuraghi,Sicily & Sardinia,Italy,73.0,90,37.5999938,14.0153557,622.5406494140625
Ovello Vigna Loreto,Albino Rocca,Nebbiolo,Barbaresco,Piedmont,Italy,60.0,90,44.72156349999999,8.085972,272.7292175292969
Thauvenay,Domaine Masson-Blondelet,Sauvignon Blanc,Sancerre,Loire Valley,France,35.0,90,47.2852122,2.9544066,168.8327789306641
Riserva,La Colombina,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,75.0,90,43.0551015,11.4890032,550.1124267578125
Sonoro,Ceralti,Merlot,Toscana,Tuscany,Italy,60.0,92,43.15473009999999,10.5709083,28.83061790466309
Métier Blanc,Doyenne,White Blend,Columbia Valley (WA),Washington,US,32.0,90,47.7510741,-120.7401385,614.4942016601562
Brut,Sparkling Pointe,Champagne Blend,North Fork of Long Island,New York,US,29.0,89,41.0616667,-72.4441667,12.87323093414307
Old Vine,Bota Box,Zinfandel,California,California,US,23.0,84,37.8403398,-121.2053963,12.80545139312744
Bellezza,Castello di Gabbiano,Sangiovese,Chianti Classico,Tuscany,Italy,30.0,91,43.6282453,11.2604592,266.671142578125
Quail Series,Covey Run,Merlot,Columbia Valley (WA),Washington,US,9.0,83,47.7510741,-120.7401385,614.4942016601562
The High Trellis,D'Arenberg,Cabernet Sauvignon,McLaren Vale,South Australia,Australia,19.0,85,-35.19721639999999,138.5511368,122.9754180908203
Gran Reserva,CVNE,Tempranillo,Rioja,Northern Spain,Spain,33.0,90,42.2870733,-2.539603,976.5285034179688
LZ,Telmo Rodríguez,Tempranillo Blend,Rioja,Northern Spain,Spain,18.0,85,42.2870733,-2.539603,976.5285034179688
Semi-Dry,Heron Hill,Riesling,New York,New York,US,13.0,88,42.4498966,-77.201624,398.0736083984375
16 Rows,Vine Cliff,Cabernet Sauvignon,Oakville,California,US,125.0,91,38.4471315,-122.3505611,89.20468139648438
Astral,Star Lane Vineyard,Cabernet Sauvignon,Santa Ynez Valley,California,US,80.0,90,34.6433832,-120.285428,146.9393463134766
Renaissance,Château de Gaudou,Malbec,Cahors,Southwest France,France,21.0,90,44.483639,1.104329,113.4557113647461
Estate,Nicholson Ranch,Pinot Noir,Sonoma Valley,California,US,38.0,84,38.2549811,-122.3941076,57.94058227539062
Aux Boudots Premier Cru,Roche de Bellene,Pinot Noir,Nuits-St.-Georges,Burgundy,France,124.0,93,47.0292903,4.8400977,223.6239166259766
Cuvée Classique Organic,Château de Caraguilhes,Rhône-style Red Blend,Corbières,Languedoc-Roussillon,France,14.0,87,43.0943595,2.739886,133.0491333007812
Indaco,Tenuta Sette Cieli,Red Blend,Toscana,Tuscany,Italy,50.0,92,43.2744645,10.5605031,18.30379676818848
Catena,Bodega Catena Zapata,Cabernet Sauvignon,Mendoza,Mendoza Province,Argentina,22.0,89,-33.1645362,-68.9189011,964.7947998046875
Héritiers Paul Chanson,Domaine Chanson,Chardonnay,Corton Vergennes,Burgundy,France,187.0,95,47.0717829,4.8663697,265.7074279785156
Reserve Blend,Revelry,Red Blend,Columbia Valley (WA),Washington,US,35.0,87,46.0142382,-118.3848474,232.0605773925781
Two Vineyards,Hedges,Red Blend,Red Mountain,Washington,US,38.0,90,46.2896045,-119.4465063,240.7207183837891
Fondo Filara,Nicosia,Red Blend,Cerasuolo di Vittoria Classico,Sicily & Sardinia,Italy,19.0,87,35.1855659,33.38227639999999,130.4858856201172
Reserva,Solabal,Tempranillo,Rioja,Northern Spain,Spain,26.0,87,42.5703658,-2.7126527,577.5078125
San Giorgio,Lungarotti,Red Blend,Umbria,Central Italy,Italy,70.0,90,43.0298886,12.4289901,182.4112548828125
Morellone,Le Caniette,Red Blend,Rosso Piceno,Central Italy,Italy,38.0,88,43.0073394,13.7695368,331.076904296875
Cask 520,San Antonio,Bordeaux-style Red Blend,Paso Robles,California,US,30.0,83,35.645123,-120.672806,235.8839111328125
Ox,Andrew Hardy,Shiraz,McLaren Vale,South Australia,Australia,105.0,91,-35.2210309,138.5461247,87.78492736816406
La Montesa,Palacios Remondo,Tempranillo Blend,Rioja,Northern Spain,Spain,20.0,88,42.2870733,-2.539603,976.5285034179688
Doce Nove,Niner,Petite Sirah,Paso Robles,California,US,38.0,84,35.5706343,-120.7420291,279.1398315429688
Centine,Banfi,Rosé,Toscana,Tuscany,Italy,11.0,87,42.980621,11.400659,215.0111083984375
Del Arroyo Vineyard,Occasio,Sauvignon Blanc,Livermore Valley,California,US,25.0,89,37.6764594,-121.7191764,185.8746643066406
Cannubi,Borgogno F.lli Serio e Battista,Nebbiolo,Barolo,Piedmont,Italy,45.0,90,44.6193142,7.948184599999999,296.4647216796875
Aix,Doyenne,Red Blend,Red Mountain,Washington,US,34.0,89,46.2979123,-119.4408562,376.1915588378906
Il Solatio Gran Selezione,Castello d'Albola,Sangiovese,Chianti Classico,Tuscany,Italy,89.0,93,43.5192949,11.402886,618.7987060546875
White Pearl,Antonio Cesar Cavalli,Torrontés,Salta,Other,Argentina,12.0,86,-24.7821269,-65.4231976,1188.080810546875
Georges de Latour Private Reserve,Beaulieu Vineyard,Cabernet Sauvignon,Napa Valley,California,US,95.0,92,38.4601072,-122.4232892,52.80561447143555
Seven Springs Vineyard La Source,Evening Land,Pinot Noir,Eola-Amity Hills,Oregon,US,67.0,93,45.2724729,-123.0161062,56.55251693725586
Vigna Manapetra,Fattoria La Lecciaia,Sangiovese Grosso,Brunello di Montalcino,Tuscany,Italy,55.0,91,43.0339074,11.5201762,435.8211669921875
Cordon Negro Extra Dry,Freixenet,Sparkling Blend,Cava,Catalonia,Spain,10.0,88,41.4203698,1.7936461,146.6550903320312
Wind Ridge,Chehalem,Pinot Noir,Ribbon Ridge,Oregon,US,32.0,90,45.3596594,-123.094848,109.3130722045898
Cailloux Vineyard,Cayuse,Syrah,Walla Walla Valley (OR),Oregon,US,75.0,95,46.067169,-118.338774,291.9506225585938
Bien Nacido Vineyard,Epiphany,Syrah,Santa Maria Valley,California,US,49.0,92,34.6669689,-120.1147479,252.7729949951172
Star,Baer,Red Blend,Columbia Valley (WA),Washington,US,27.0,88,47.769636,-122.152442,49.51521682739258
Les Princes Abbés,Domaines Schlumberger,Gewürztraminer,Alsace,Alsace,France,27.0,85,47.91208899999999,7.206303999999999,301.0003051757812
Santenots Premier Cru,Olivier Leflaive,Pinot Noir,Volnay,Burgundy,France,90.0,92,,,
Somers Ranch,Dry Creek Vineyard,Zinfandel,Dry Creek Valley,California,US,30.0,83,38.65291,-122.924876,50.20907211303711
Brut,Col Vetoraz Spumanti,Prosecco,Prosecco di Conegliano e Valdobbiadene,Veneto,Italy,16.0,86,45.9019348,12.0319449,334.2662963867188
Bricco delle Viole,460 Casina Bric,Nebbiolo,Barolo,Piedmont,Italy,60.0,88,44.6181812,7.928433399999999,439.1715698242188
Cristina Selection Don Miguel Vineyard,Marimar Estate,Pinot Noir,Russian River Valley,California,US,47.0,86,38.422216,-122.903572,112.5804901123047
Morrison Lane,K Vintners,Syrah,Walla Walla Valley (WA),Washington,US,45.0,94,46.0854763,-118.2503954,389.0262451171875
Saggio Hills Vineyard,Hawley,Cabernet Sauvignon,Alexander Valley,California,US,32.0,87,38.6116872,-122.8712102,33.6748046875
Grand Estates,Columbia Crest,Chardonnay,Columbia Valley (WA),Washington,US,11.0,88,45.9570837,-119.6095194,198.675048828125
Satrico,Casale del Giglio,White Blend,Lazio,Central Italy,Italy,13.0,87,41.6552418,12.989615,927.6637573242188
Lewis MacGregor Estate Vineyard,Williams Selyem,Pinot Noir,Russian River Valley,California,US,85.0,96,38.5204049,-122.8667194,32.37774276733398
Rosé of,Ampelos,Syrah,Santa Barbara County,California,US,18.0,84,34.642532,-120.437836,37.02256011962891
Wildcat Mountain Vineyard,MacRostie,Chardonnay,Carneros,California,US,30.0,89,38.5545212,-122.8733342,47.20796966552734
Cuvée Spéciale,Domaine de la Sanglière,Rhône-style Red Blend,Côtes de Provence,Provence,France,15.0,85,43.127861,6.277277,15.5080680847168
Les Belles Côtes,Roger et Didier Raimbault,Sauvignon Blanc,Sancerre,Loire Valley,France,30.0,89,47.3524179,2.7939456,259.6158752441406
Block 500,Trentadue,Merlot,Alexander Valley,California,US,14.0,90,38.6793659,-122.8728644,62.04166412353516
Olive Hill Estate Vineyards Special Selection,B.R. Cohn,Cabernet Sauvignon,Sonoma Valley,California,US,100.0,93,38.349362,-122.501764,76.35958099365234
Illustration,Blackbird Vineyards,Bordeaux-style Red Blend,Napa Valley,California,US,125.0,93,38.296833,-122.283027,5.906505107879639
Incline One-Nine Reserve,Bugay,Cabernet Sauvignon,Sonoma County,California,US,90.0,88,38.5779555,-122.9888319,475.5438842773438
Arcus Estate,Archery Summit,Pinot Noir,Dundee Hills,Oregon,US,85.0,90,45.2582549,-123.0471345,133.3800659179688
La Presa Vineyard,Brander,Sauvignon Blanc,Central Coast,California,US,22.0,88,36.778261,-119.4179324,145.0071258544922
Punto Final,Bodega Renacer,Malbec,Perdriel,Mendoza Province,Argentina,11.0,90,-33.0638243,-68.9059434,979.3787231445312
Red Mountain Vineyard Red Wine,Fidelitas,Bordeaux-style Red Blend,Red Mountain,Washington,US,50.0,90,46.2879583,-119.4518833,217.2993927001953
Religion,Waterfront,Cabernet Sauvignon,Napa Valley,California,US,125.0,89,38.2972529,-122.2835301,5.720036506652832
Estate Grown and Bottled,Zaca Mesa,Grenache Blanc,Santa Ynez Valley,California,US,25.0,91,34.7720598,-120.1332689,388.9549865722656
San Cristoforo,Prinsi,Dolcetto,Dolcetto d'Alba,Piedmont,Italy,18.0,85,44.7243108,8.0999073,239.7042083740234
Reserve,Aconcagua,Malbec,Mendoza,Mendoza Province,Argentina,15.0,84,-32.653179,-70.0108675,6907.09326171875
The Protagonist,Hesketh,Shiraz,Barossa Valley,South Australia,Australia,21.0,90,-34.5333333,138.95,244.4529113769531
Le Vigne,Sandrone,Nebbiolo,Barolo,Piedmont,Italy,118.0,86,44.6208903,7.954625300000001,224.5491485595703
Estate Bottled,Chalk Hill,Cabernet Sauvignon,Chalk Hill,California,US,64.0,94,38.6037982,-122.7772125,77.48835754394531
Sémillon-Sauvignon-Muscadelle,Buty,Semillon-Sauvignon Blanc,Columbia Valley (WA),Washington,US,25.0,95,46.0872075,-118.2711772,374.2408447265625
Jerusalem Hill,Domaine Serene,Pinot Noir,Willamette Valley,Oregon,US,85.0,89,45.2712069,-123.070702,273.8801574707031
Les Vignots,Xavier Monnot,Pinot Noir,Pommard,Burgundy,France,67.0,90,47.00931,4.795325,249.1206665039062
Limited Production,Magistrate,Chardonnay,Santa Barbara County,California,US,15.0,86,34.4240026,-119.7020853,23.33612251281738
Tradition,Closerie du Bailli,Sauvignon Blanc,Côtes de Bourg,Bordeaux,France,16.0,87,44.837789,-0.57918,10.54832649230957
Guarniente,Buccia Nera,Sangiovese,Chianti,Tuscany,Italy,13.0,84,43.5339916,11.9183858,514.4257202148438
Réserve Dry Rosé,Charles de Fère,Sparkling Blend,Vin Mousseux,France Other,France,9.0,84,47.13685539999999,4.9444302,244.1225891113281
Edna Ranch Estate,Tolosa,Rosé,Edna Valley,California,US,19.0,85,35.23116,-120.624744,77.21038055419922
Reserva,Finca Los Maza,Malbec,Mendoza,Mendoza Province,Argentina,14.0,83,,,
Brandlin Vineyard,Peter Franus,Zinfandel,Mount Veeder,California,US,35.0,86,38.3793566,-122.4477575,814.6337890625
Lot 707 Reserve,Debonné,Riesling,Grand River Valley,Ohio,US,15.0,84,41.739385,-81.006671,255.2380065917969
Monte Rosso Vineyard,Louis M. Martini,Cabernet Sauvignon,Sonoma Valley,California,US,85.0,87,38.491074,-122.452179,68.0611572265625
Mil Vientos,Bodega Merced del Estero,Malbec,San Juan,Other,Argentina,16.0,83,-31.530444,-68.63238559999999,710.4534301757812
Rancho Ontiveros Vineyard,Native 9,Pinot Noir,Santa Maria Valley,California,US,55.0,94,34.9466288,-120.4355264,68.2317886352539
Mountain Cuvée,Chappellet,Bordeaux-style Red Blend,Napa Valley,California,US,26.0,90,38.481789,-122.33546,358.7617797851562
Barrel Select,Lorenzi Estate,Zinfandel,California,California,US,28.0,88,33.5420218,-117.0287719,458.4656066894531
Roble,Viña Vilano,Tempranillo,Ribera del Duero,Northern Spain,Spain,16.0,84,41.7114505,-3.9840317,834.0360717773438
Réserve,Willm,Riesling,Alsace,Alsace,France,12.0,84,48.4097672,7.448133299999999,231.3416595458984
Schwarze Vineyard Brut,Schramsberg,Sparkling Blend,Carneros,California,US,80.0,93,38.5494815,-122.5378838,196.1266326904297
Coquille Blanc,Carol Shelton,Rhône-style White Blend,Paso Robles,California,US,30.0,87,38.4715911,-122.7424107,39.803955078125
North Slope,Chalk Hill,Pinot Gris,Chalk Hill,California,US,30.0,86,38.6037982,-122.7772125,77.48835754394531
Flying & Falling,Southold,Cabernet Franc,North Fork of Long Island,New York,US,32.0,92,41.06482219999999,-72.42619619999999,7.78467321395874
Franchetti,Passopisciaro,Red Blend,Terre Siciliane,Sicily & Sardinia,Italy,149.0,92,37.8701008,15.0378262,658.1168823242188
Reserve,McKenzie-Mueller,Pinot Noir,Carneros,California,US,35.0,82,38.2321512,-122.3318904,13.32511520385742
Reserve,Columbia Crest,Chardonnay,Columbia Valley (WA),Washington,US,18.0,90,45.9570837,-119.6095194,198.675048828125
Coste di Rose,Marchesi di Barolo,Nebbiolo,Barolo,Piedmont,Italy,90.0,88,44.6113528,7.940430600000001,310.798828125
Ten Degrees,Goldeneye,Pinot Noir,Anderson Valley,California,US,100.0,98,39.0576364,-123.4327687,92.95296478271484
Estate Bottled,Finca El Portillo,Cabernet Sauvignon,Uco Valley,Mendoza Province,Argentina,12.0,85,-32.8896247,-68.8526867,780.0245361328125
Baron Vineyard,Wellington,Cabernet Franc,Sonoma County,California,US,35.0,87,38.3884178,-122.5280014,116.1983871459961
Old Bush Vine Grenache-Mataro-Shiraz,Schild Estate,Red Blend,Barossa,South Australia,Australia,18.0,84,-34.59126510000001,138.8609345,197.5328216552734
Tinto Figuero Noble,García Figuero,Tempranillo Blend,Ribera del Duero,Northern Spain,Spain,131.0,93,41.729391,-3.8844131,793.0791015625
Fries Vineyard,L'Ecole No. 41,Sémillon,Wahluke Slope,Washington,US,20.0,91,46.0568338,-118.5813226,152.0424194335938
Le Mesnil Blanc de Blancs,Salon,Chardonnay,Champagne,Champagne,France,400.0,96,41.3500789,-72.21111739999999,14.24300479888916
Waterfall,Sheldrake Point,Chardonnay,Finger Lakes,New York,US,12.0,87,42.663409,-76.701425,124.4401702880859
Exodus,The Colonial Estate,Chardonnay,Piccadilly Valley,South Australia,Australia,58.0,88,-34.9749399,138.72829,511.5697021484375
Schindler Reserve,Sineann,Pinot Noir,Willamette Valley,Oregon,US,60.0,93,45.245624,-122.888048,36.16057968139648
Les Damodes Premier Cru,Louis Latour,Pinot Noir,Nuits-St.-Georges,Burgundy,France,85.0,90,47.0713579,4.8733271,224.9106292724609
Alta Mesa Vineyard,San Sakana,Mourvèdre,Santa Barbara County,California,US,40.0,85,34.4222682,-119.6502875,19.86693000793457
Il Circo Rosso Riserva,Pratesi,Red Blend,Carmignano,Tuscany,Italy,25.0,88,43.82309799999999,11.0033127,85.7372055053711
Menzies The Cigar,Yalumba,Cabernet Sauvignon,Coonawarra,South Australia,Australia,25.0,87,-37.3492785,140.8398353,66.12342071533203
Reserve,Pierre Sparr,Pinot Blanc,Alsace,Alsace,France,12.0,83,48.1589834,7.326862200000001,216.6191558837891
Two Patch,Bella,Zinfandel,Alexander Valley,California,US,38.0,88,38.0459561,-122.161559,4.37928295135498
